演员,关系,戏园
马春樵,演出于,吉祥园
马春樵,演出于,吉祥大戏院
张春彦,演出于,中和戏院
张春彦,演出于,中和大戏院
张春彦,演出于,牡丹园春庆社
张春彦,演出于,华乐园
张春彦,演出于,华乐戏院
张春彦,演出于,开明戏院
张春彦,演出于,吉祥大戏院
张春彦,演出于,哈尔飞戏院
张春彦,演出于,第一舞台
孟小如,演出于,中和戏院
孟小如,演出于,天乐茶园
孟小如,演出于,春仙茶园
孟小如,演出于,景泰茶园
张连升,演出于,中和戏院
张连升,演出于,华乐园
张连升,演出于,华乐戏院
张连升,演出于,开明戏院
张连升,演出于,吉祥大戏院
张连升,演出于,哈尔飞戏院
文亮臣,演出于,中和戏院
文亮臣,演出于,华乐园
文亮臣,演出于,华乐戏院
文亮臣,演出于,同乐园松庆社
杨春龙,演出于,中和戏院
杨春龙,演出于,中和大戏院
杨春龙,演出于,牡丹园春庆社
杨春龙,演出于,华乐园
杨春龙,演出于,华乐戏院
杨春龙,演出于,开明戏院
杨春龙,演出于,长安大戏院
杨春龙,演出于,吉祥大戏院
杨春龙,演出于,哈尔飞戏院
杨春龙,演出于,第一舞台
杨春龙,演出于,燕舞台
范少亭,演出于,中和戏院
范少亭,演出于,华乐戏院
范少亭,演出于,开明戏院
范少亭,演出于,哈尔飞戏院
谭富英,演出于,中和戏院
谭富英,演出于,第一舞台
谭富英,演出于,新新戏院
蒋少奎,演出于,中和戏院
蒋少奎,演出于,开明戏院
蒋少奎,演出于,吉祥戏院
蒋少奎,演出于,消闲友会
何雅秋,演出于,中和戏院
何雅秋,演出于,中和大戏院
何雅秋,演出于,华乐戏院
何雅秋,演出于,开明戏院
何雅秋,演出于,长安大戏院
何雅秋,演出于,长安戏院
何雅秋,演出于,吉祥戏院
何雅秋,演出于,第一舞台
何雅秋,演出于,消闲友会
王福山,演出于,中和戏院
王福山,演出于,华乐园
王福山,演出于,长安大戏院
王福山,演出于,吉祥大戏院
王福山,演出于,哈尔飞戏院
王福山,演出于,第一舞台
王福山,演出于,新新大戏院
王福山,演出于,消闲友会
孙毓坤,演出于,中和戏院
孙毓坤,演出于,开明戏院
小翠花,演出于,中和戏院
小翠花,演出于,中和大戏院
小翠花,演出于,吉祥园斌广社
小翠花,演出于,第一舞台
小翠花,演出于,新新戏院
王多寿,演出于,中和戏院
王多寿,演出于,华乐园
王多寿,演出于,开明戏院
王多寿,演出于,吉祥大戏院
王多寿,演出于,哈尔飞戏院
金仲仁,演出于,中和戏院
金仲仁,演出于,丹桂茶园
金仲仁,演出于,华乐园
金仲仁,演出于,文明茶园
金仲仁,演出于,哈尔飞戏院
金仲仁,演出于,第一舞台
金仲仁,演出于,景泰茶园
高斌峰,演出于,中和戏院
高斌峰,演出于,吉祥园斌广社
扎金奎,演出于,中和戏院
扎金奎,演出于,中和大戏院
扎金奎,演出于,华乐园
扎金奎,演出于,华乐戏院
扎金奎,演出于,开明戏院
扎金奎,演出于,长安大戏院
扎金奎,演出于,吉祥园
扎金奎,演出于,吉祥大戏院
扎金奎,演出于,吉祥戏院
扎金奎,演出于,吉祥茶园
扎金奎,演出于,吉祥园双庆社
扎金奎,演出于,庆乐茶园
扎金奎,演出于,哈尔飞戏院
扎金奎,演出于,第一舞台
扎金奎,演出于,新新大戏院
扎金奎,演出于,消闲友会
阎岚秋,演出于,中和戏院
阎岚秋,演出于,华乐园
王玉吉,演出于,中和戏院
王玉吉,演出于,牡丹园春庆社
王玉吉,演出于,天乐茶园
王玉吉,演出于,华乐园
王玉吉,演出于,开明戏院
王玉吉,演出于,景泰茶园
王玉吉,演出于,燕舞台
吴铁庵,演出于,中和戏院
甄洪奎,演出于,中和戏院
甄洪奎,演出于,华乐园
甄洪奎,演出于,开明戏院
甄洪奎,演出于,长安大戏院
甄洪奎,演出于,吉祥大戏院
甄洪奎,演出于,吉祥戏院
甄洪奎,演出于,消闲友会
刘俊峰,演出于,中和戏院
刘俊峰,演出于,吉祥大戏院
刘俊峰,演出于,哈尔飞戏院
王泉奎,演出于,中和戏院
王泉奎,演出于,华乐戏院
王泉奎,演出于,开明戏院
王泉奎,演出于,吉祥戏院
王泉奎,演出于,庆乐戏院
王泉奎,演出于,哈尔飞戏院
王泉奎,演出于,第一舞台
王泉奎,演出于,新新戏院
朱桂芳,演出于,中和戏院
朱桂芳,演出于,文明茶园
朱桂芳,演出于,吉祥茶园
朱桂芳,演出于,同乐茶园
朱桂芳,演出于,庆乐园
朱桂芳,演出于,庆乐茶园
朱桂芳,演出于,第一舞台
朱桂芳,演出于,新新戏院
吴玉玲,演出于,中和戏院
奎富光,演出于,中和戏院
奎富光,演出于,华乐戏院
奎富光,演出于,开明戏院
奎富光,演出于,吉祥大戏院
奎富光,演出于,庆乐戏院
奎富光,演出于,哈尔飞戏院
计艳芬,演出于,中和戏院
计艳芬,演出于,中和大戏院
计艳芬,演出于,华乐园
计艳芬,演出于,哈尔飞戏院
王少亭,演出于,中和戏院
王少亭,演出于,第一舞台
李盛斌,演出于,中和戏院
李盛斌,演出于,开明戏院
李盛斌,演出于,消闲友会
李富友,演出于,中和戏院
任富保,演出于,中和戏院
任富保,演出于,开明戏院
任富保,演出于,哈尔飞戏院
臧岚光,演出于,中和戏院
何喜春,演出于,中和戏院
何喜春,演出于,华乐园
何喜春,演出于,吉祥园双庆社
何喜春,演出于,吉祥园
何喜春,演出于,吉祥大戏院
何喜春,演出于,哈尔飞戏院
何喜春,演出于,新新大戏院
李宝奎,演出于,中和戏院
李宝奎,演出于,开明戏院
李宝奎,演出于,吉祥戏院
李宝奎,演出于,庆乐戏院
李宝奎,演出于,哈尔飞戏院
李宝奎,演出于,第一舞台
王蕙芳,演出于,中和戏院
王蕙芳,演出于,天乐茶园
王蕙芳,演出于,第一舞台
孙富亮,演出于,中和戏院
李三星,演出于,中和戏院
李三星,演出于,华乐戏院
李三星,演出于,开明戏院
王惠芳,演出于,中和戏院
王惠芳,演出于,天乐茶园
王惠芳,演出于,文明茶园
李泉奎,演出于,中和戏院
钱少卿,演出于,中和戏院
钱少卿,演出于,中和大戏院
钱少卿,演出于,华乐戏院
钱少卿,演出于,开明戏院
钱少卿,演出于,长安大戏院
钱少卿,演出于,长安戏院
钱少卿,演出于,吉祥戏院
钱少卿,演出于,吉祥大戏院
钱少卿,演出于,哈尔飞戏院
马连昆,演出于,中和戏院
马连昆,演出于,华乐园
马连昆,演出于,华乐戏院
马连昆,演出于,开明戏院
马连昆,演出于,吉祥大戏院
马连昆,演出于,哈尔飞戏院
马连昆,演出于,新新戏院
马连昆,演出于,堂会义务戏戏单
方连元,演出于,中和戏院
方连元,演出于,华乐戏院
方连元,演出于,开明戏院
方连元,演出于,新明剧场
赵文奎,演出于,中和戏院
赵文奎,演出于,华乐戏院
赵文奎,演出于,同乐园
钟鸣岐,演出于,中和戏院
钟鸣岐,演出于,哈尔飞戏院
钟喜久,演出于,中和戏院
钟喜久,演出于,牡丹园春庆社
钟喜久,演出于,庆升茶园
陈丽芳,演出于,中和戏院
陈丽芳,演出于,华乐戏院
陈丽芳,演出于,长安大戏院
陈丽芳,演出于,吉祥大戏院
陈丽芳,演出于,庆乐戏院
陈丽芳,演出于,哈尔飞戏院
赵崎霞,演出于,中和戏院
冯宇岚,演出于,中和戏院
吴金奎,演出于,中和戏院
张蝶芬,演出于,中和戏院
张蝶芬,演出于,华乐戏院
张蝶芬,演出于,吉祥戏院
张蝶芬,演出于,吉祥大戏院
罗万华,演出于,中和戏院
罗万华,演出于,华乐戏院
罗万华,演出于,长安大戏院
罗万华,演出于,吉祥大戏院
罗万华,演出于,哈尔飞戏院
于斌荣,演出于,中和戏院
罗文元,演出于,中和戏院
罗文元,演出于,吉祥大戏院
罗文元,演出于,哈尔飞戏院
罗文元,演出于,第一舞台
从海泉,演出于,中和戏院
李竹泉,演出于,中和戏院
董玉林,演出于,中和戏院
董玉林,演出于,吉祥园双庆社
董玉林,演出于,吉祥园
孙立君,演出于,中和戏院
许秋江,演出于,中和戏院
许秋江,演出于,哈尔飞戏院
曹玉华,演出于,中和戏院
逍遥轩主,演出于,中和戏院
邱富棠,演出于,中和戏院
邱富棠,演出于,吉祥大戏院
邱富棠,演出于,消闲友会
胡显庭,演出于,中和戏院
丞伯埙,演出于,中和戏院
王星垣,演出于,中和戏院
王星垣,演出于,吉祥大戏院
王星垣,演出于,哈尔飞戏院
梁小鸾,演出于,中和戏院
芦远峰,演出于,中和戏院
曹二庚,演出于,中和戏院
曹二庚,演出于,华乐园
曹二庚,演出于,吉祥园
曹二庚,演出于,吉祥园双庆社
曹二庚,演出于,庆升茶园
曹二庚,演出于,庆乐园
曹二庚,演出于,庆乐茶园
曹二庚,演出于,消闲友会
李洪春,演出于,中和戏院
李洪春,演出于,华乐园
李洪春,演出于,长安大戏院
李洪春,演出于,吉祥大戏院
李洪春,演出于,庆乐戏院
李洪春,演出于,哈尔飞戏院
李恒春,演出于,中和戏院
李恒春,演出于,华乐园
芙蓉草,演出于,中和戏院
芙蓉草,演出于,丹桂茶园
芙蓉草,演出于,牡丹园春庆社
芙蓉草,演出于,华乐戏院
芙蓉草,演出于,开明戏院
芙蓉草,演出于,民乐茶园
芙蓉草,演出于,哈尔飞戏院
芙蓉草,演出于,景泰茶园
程继先,演出于,中和戏院
程继先,演出于,吉祥园双庆社
程继先,演出于,第一舞台
吴富琴,演出于,中和戏院
吴富琴,演出于,华乐园
吴富琴,演出于,消闲友会
张韵卿,演出于,中和戏院
俞振飞,演出于,中和戏院
哈宝山,演出于,中和戏院
哈宝山,演出于,华乐戏院
哈宝山,演出于,开明戏院
哈宝山,演出于,吉祥大戏院
哈宝山,演出于,哈尔飞戏院
慈少泉,演出于,中和戏院
慈少泉,演出于,华乐戏院
慈少泉,演出于,开明戏院
慈少泉,演出于,庆乐戏院
慈少泉,演出于,哈尔飞戏院
慈少泉,演出于,新新戏院
李多奎,演出于,中和戏院
李多奎,演出于,丹桂茶园
李多奎,演出于,华乐园
李多奎,演出于,哈尔飞戏院
李多奎,演出于,第一舞台
李多奎,演出于,新新大戏院
李多奎,演出于,新新戏院
李多奎,演出于,消闲友会
刘盛莲,演出于,中和戏院
刘盛莲,演出于,开明戏院
刘盛莲,演出于,哈尔飞戏院
刘金昌,演出于,中和戏院
魏金瀛,演出于,中和戏院
王金兰,演出于,中和戏院
王金兰,演出于,燕喜堂
赵金蓉,演出于,中和戏院
郭德仁,演出于,中和戏院
萨和成,演出于,中和戏院
罗盛公,演出于,中和戏院
罗盛公,演出于,开明戏院
罗盛公,演出于,庆乐戏院
罗盛公,演出于,哈尔飞戏院
陈富康,演出于,中和戏院
陈富康,演出于,华乐园
陈富康,演出于,开明戏院
陈富康,演出于,吉祥大戏院
陈富康,演出于,哈尔飞戏院
孙甫亭,演出于,中和戏院
孙甫亭,演出于,开明戏院
孙甫亭,演出于,吉祥大戏院
孙甫亭,演出于,哈尔飞戏院
孙甫亭,演出于,第一舞台
张奎斌,演出于,中和戏院
张奎斌,演出于,开明戏院
张奎斌,演出于,吉祥大戏院
吴彦衡,演出于,中和戏院
吴彦衡,演出于,华乐园
吴彦衡,演出于,吉祥大戏院
吴彦衡,演出于,哈尔飞戏院
霍鸣如,演出于,中和戏院
霍鸣如,演出于,哈尔飞戏院
钱富川,演出于,中和戏院
钱富川,演出于,中和大戏院
钱富川,演出于,华乐园
钱富川,演出于,华乐戏院
钱富川,演出于,开明戏院
钱富川,演出于,吉祥大戏院
钱富川,演出于,吉祥戏院
钱富川,演出于,庆乐戏院
钱富川,演出于,哈尔飞戏院
张连廷,演出于,中和戏院
张连廷,演出于,中和大戏院
张连廷,演出于,华乐戏院
张连廷,演出于,开明戏院
张连廷,演出于,庆乐戏院
张连廷,演出于,哈尔飞戏院
张连廷,演出于,第一舞台
张连廷,演出于,消闲友会
刘玉芳,演出于,中和戏院
刘玉芳,演出于,牡丹园春庆社
刘玉芳,演出于,天乐茶园
刘玉芳,演出于,吉祥舞台
刘玉芳,演出于,哈尔飞戏院
刘玉芳,演出于,燕舞台
陆素娟,演出于,中和戏院
于莲仙,演出于,中和戏院
于莲仙,演出于,华乐戏院
于莲仙,演出于,庆乐戏院
于莲仙,演出于,哈尔飞戏院
于莲仙,演出于,第一舞台
陆素瑛,演出于,中和戏院
李四广,演出于,中和戏院
李四广,演出于,华乐园
李四广,演出于,开明戏院
李四广,演出于,吉祥大戏院
李四广,演出于,第一舞台
李四广,演出于,新新大戏院
鲍吉祥,演出于,中和戏院
鲍吉祥,演出于,开明戏院
鲍吉祥,演出于,庆升茶园
鲍吉祥,演出于,庆乐园
鲍吉祥,演出于,庆乐茶园
鲍吉祥,演出于,新新大戏院
鲍吉祥,演出于,新新戏院
鲍吉祥,演出于,消闲友会
尚富霞,演出于,中和戏院
尚富霞,演出于,中和大戏院
尚富霞,演出于,华乐戏院
尚富霞,演出于,开明戏院
尚富霞,演出于,长安大戏院
尚富霞,演出于,长安戏院
尚富霞,演出于,吉祥戏院
尚富霞,演出于,吉祥大戏院
尚富霞,演出于,第一舞台
尚富霞,演出于,消闲友会
李德奎,演出于,中和戏院
李德奎,演出于,中和大戏院
李德奎,演出于,长安大戏院
李德奎,演出于,长安戏院
李德奎,演出于,吉祥戏院
李德奎,演出于,第一舞台
高富远,演出于,中和戏院
高富远,演出于,中和大戏院
高富远,演出于,华乐戏院
高富远,演出于,长安大戏院
高富远,演出于,长安戏院
高富远,演出于,吉祥戏院
高富远,演出于,吉祥大戏院
高富远,演出于,哈尔飞戏院
高富远,演出于,第一舞台
宋遇春,演出于,中和戏院
宋遇春,演出于,中和大戏院
宋遇春,演出于,长安大戏院
宋遇春,演出于,长安戏院
宋遇春,演出于,吉祥戏院
宋遇春,演出于,吉祥大戏院
宋遇春,演出于,哈尔飞戏院
宋遇春,演出于,第一舞台
慈永胜,演出于,中和戏院
慈永胜,演出于,中和大戏院
慈永胜,演出于,华乐戏院
慈永胜,演出于,第一舞台
王荣坡,演出于,中和大戏院
王荣坡,演出于,吉祥大戏院
唐荣昌,演出于,中和大戏院
唐荣昌,演出于,吉祥大戏院
田荣芬,演出于,中和大戏院
侯荣湘,演出于,中和大戏院
侯荣湘,演出于,吉祥大戏院
冯荣宽,演出于,中和大戏院
蔡松春,演出于,中和大戏院
蔡松春,演出于,吉祥大戏院
罗荣贵,演出于,中和大戏院
罗荣贵,演出于,吉祥大戏院
谢荣珊,演出于,中和大戏院
李荣元,演出于,中和大戏院
李荣元,演出于,吉祥大戏院
钮荣亮,演出于,中和大戏院
钮荣亮,演出于,吉祥大戏院
尚荣芳,演出于,中和大戏院
尚荣芳,演出于,吉祥大戏院
黄荣俊,演出于,中和大戏院
黄荣俊,演出于,吉祥大戏院
时荣章,演出于,中和大戏院
时荣章,演出于,吉祥大戏院
罗荣亭,演出于,中和大戏院
罗荣亭,演出于,吉祥大戏院
贾寿春,演出于,中和大戏院
贾寿春,演出于,吉祥大戏院
王永春,演出于,中和大戏院
王永春,演出于,吉祥大戏院
孙瑞春,演出于,中和大戏院
孙瑞春,演出于,吉祥大戏院
赵和春,演出于,中和大戏院
赵和春,演出于,吉祥大戏院
王荣良,演出于,中和大戏院
王荣良,演出于,吉祥大戏院
徐荣奎,演出于,中和大戏院
徐荣奎,演出于,吉祥大戏院
李德春,演出于,中和大戏院
李德春,演出于,吉祥大戏院
张荣林,演出于,中和大戏院
张荣林,演出于,吉祥大戏院
徐庆春,演出于,中和大戏院
徐庆春,演出于,吉祥大戏院
陈茂春,演出于,中和大戏院
陈茂春,演出于,吉祥大戏院
茹木春,演出于,中和大戏院
茹木春,演出于,吉祥大戏院
尚长麟,演出于,中和大戏院
尚长麟,演出于,中和戏院
吴荣斌,演出于,中和大戏院
吴荣斌,演出于,吉祥大戏院
周仲春,演出于,中和大戏院
周仲春,演出于,吉祥大戏院
尚长春,演出于,中和大戏院
尚长春,演出于,中和戏院
尚长春,演出于,吉祥大戏院
尚长春,演出于,吉祥戏院
陶荣耀,演出于,中和大戏院
陶荣耀,演出于,吉祥大戏院
耿玉春,演出于,中和大戏院
耿玉春,演出于,吉祥大戏院
王福春,演出于,中和大戏院
王福春,演出于,吉祥大戏院
沈桂春,演出于,中和大戏院
沈桂春,演出于,吉祥大戏院
王禄春,演出于,中和大戏院
王禄春,演出于,吉祥大戏院
周瑞祥,演出于,中和戏院
周瑞祥,演出于,华乐戏院
周瑞祥,演出于,开明戏院
周瑞祥,演出于,吉祥戏院
贾少才,演出于,中和戏院
贾少才,演出于,中和大戏院
贾少才,演出于,长安大戏院
贾少才,演出于,长安戏院
贾少才,演出于,吉祥戏院
徐霖甫,演出于,中和戏院
徐霖甫,演出于,中和大戏院
徐霖甫,演出于,华乐戏院
徐霖甫,演出于,长安大戏院
徐霖甫,演出于,吉祥戏院
徐霖甫,演出于,吉祥大戏院
李盛芳,演出于,中和戏院
李盛芳,演出于,中和大戏院
李盛芳,演出于,长安大戏院
李盛芳,演出于,长安戏院
李盛芳,演出于,吉祥戏院
陆锦春,演出于,中和大戏院
陆锦春,演出于,吉祥大戏院
虞荣昇,演出于,中和大戏院
虞荣昇,演出于,吉祥大戏院
王启春,演出于,中和大戏院
王启春,演出于,吉祥大戏院
陈荣兰,演出于,中和大戏院
陈荣兰,演出于,吉祥大戏院
李荣华,演出于,中和大戏院
李荣华,演出于,吉祥大戏院
赵荣鑫,演出于,中和大戏院
赵荣鑫,演出于,吉祥大戏院
马荣祥,演出于,中和大戏院
马荣祥,演出于,吉祥大戏院
陶龙春,演出于,中和大戏院
陶龙春,演出于,吉祥大戏院
张荣意,演出于,中和大戏院
张荣意,演出于,吉祥大戏院
张荣胜,演出于,中和大戏院
张荣胜,演出于,吉祥大戏院
王斌春,演出于,中和大戏院
王斌春,演出于,吉祥大戏院
李荣轩,演出于,中和大戏院
李荣轩,演出于,吉祥大戏院
张世春,演出于,中和大戏院
张世春,演出于,吉祥大戏院
孙荣蕙,演出于,中和大戏院
孙荣蕙,演出于,吉祥大戏院
赵荣鹏,演出于,中和大戏院
赵荣鹏,演出于,吉祥大戏院
计荣龙,演出于,中和大戏院
计荣龙,演出于,吉祥大戏院
张荣兴,演出于,中和大戏院
张荣兴,演出于,吉祥大戏院
崔荣英,演出于,中和大戏院
崔荣英,演出于,吉祥大戏院
朱荣生,演出于,中和大戏院
朱荣生,演出于,吉祥大戏院
朱月春,演出于,中和大戏院
朱月春,演出于,吉祥大戏院
胡荣寿,演出于,中和大戏院
胡荣寿,演出于,吉祥大戏院
王士春,演出于,中和大戏院
王士春,演出于,吉祥大戏院
杨荣臣,演出于,中和大戏院
杨荣臣,演出于,吉祥大戏院
李学春,演出于,中和大戏院
李学春,演出于,吉祥大戏院
何荣连,演出于,中和大戏院
何荣连,演出于,吉祥大戏院
刘荣秀,演出于,中和大戏院
刘荣秀,演出于,吉祥大戏院
孙荣信,演出于,中和大戏院
孙荣信,演出于,吉祥大戏院
耿雨春,演出于,中和大戏院
耿雨春,演出于,吉祥大戏院
何荣相,演出于,中和大戏院
何荣相,演出于,吉祥大戏院
王嘉春,演出于,中和大戏院
王嘉春,演出于,吉祥大戏院
沈荣华,演出于,中和大戏院
沈荣华,演出于,吉祥大戏院
于荣卿,演出于,中和大戏院
于荣卿,演出于,吉祥大戏院
方荣慈,演出于,中和大戏院
方荣慈,演出于,吉祥大戏院
荣春社,演出于,中和大戏院
荣春社,演出于,吉祥戏院
耿荣泉,演出于,中和大戏院
郭荣相,演出于,中和大戏院
汪荣汉,演出于,中和大戏院
田荣斋,演出于,中和大戏院
张荣茂,演出于,中和大戏院
孙荣登,演出于,中和大戏院
韦三奎,演出于,中和大戏院
韦三奎,演出于,中和戏院
韦三奎,演出于,长安戏院
韦三奎,演出于,吉祥大戏院
韦三奎,演出于,吉祥戏院
虞荣升,演出于,中和大戏院
朱荣升,演出于,中和大戏院
田荣齐,演出于,中和大戏院
钱荣安,演出于,中和大戏院
徐庆香,演出于,中和大戏院
李荣立,演出于,中和大戏院
杨荣年,演出于,中和大戏院
李荣安,演出于,中和大戏院
陈少霖,演出于,中和大戏院
陈少霖,演出于,吉祥大戏院
贾松龄,演出于,中和大戏院
贾松龄,演出于,吉祥大戏院
于永利,演出于,中和大戏院
任志秋,演出于,中和大戏院
任志秋,演出于,中和戏院
陈文英,演出于,中和大戏院
陈文英,演出于,哈尔飞戏院
张福昆,演出于,中和大戏院
张福昆,演出于,吉祥大戏院
张福昆,演出于,消闲友会
筱翠花,演出于,中和大戏院
筱翠花,演出于,华乐园
筱翠花,演出于,吉祥大戏院
计砚芬,演出于,中和戏院
计砚芬,演出于,开明戏院
计砚芬,演出于,吉祥大戏院
高富全,演出于,中和戏院
高富全,演出于,开明戏院
高富全,演出于,庆乐戏院
高富全,演出于,哈尔飞戏院
高富全,演出于,新新戏院
崔熹云,演出于,中和戏院
徐寿祺,演出于,中和戏院
徐寿祺,演出于,吉祥戏院
孙志斌,演出于,中和戏院
王竹廷,演出于,丹桂茶园
傅振清,演出于,丹桂茶园
刘寿峯,演出于,丹桂茶园
刘寿峯,演出于,庆升茶园
郭一臣,演出于,丹桂茶园
郭一臣,演出于,春仙茶园
杨春圃,演出于,丹桂茶园
小金娃,演出于,丹桂茶园
肖瑞婷,演出于,丹桂茶园
李福来,演出于,丹桂茶园
七仙旦,演出于,丹桂茶园
刘童奎,演出于,丹桂茶园
王芝玉,演出于,丹桂茶园
王芝玉,演出于,吉祥园
郭小福,演出于,丹桂茶园
常二奎,演出于,丹桂茶园
金福山,演出于,丹桂茶园
朱六音,演出于,丹桂茶园
夏德升,演出于,丹桂茶园
华永才,演出于,丹桂茶园
陈月楼,演出于,丹桂茶园
何永宫,演出于,丹桂茶园
刘永高,演出于,丹桂茶园
十七红,演出于,丹桂茶园
十七红,演出于,天乐茶园
十七红,演出于,景泰茶园
马献廷,演出于,丹桂茶园
马献廷,演出于,庆升园
小长庚,演出于,丹桂茶园
小长庚,演出于,庆升园
小长庚,演出于,春仙茶园
小喜翠,演出于,丹桂茶园
小喜翠,演出于,庆升园
小喜翠,演出于,春仙茶园
小喜翠,演出于,德泉戏园
小喜翠,演出于,燕喜堂
小金奎,演出于,丹桂茶园
小金奎,演出于,庆升园
小金奎,演出于,春仙茶园
小马五,演出于,丹桂茶园
小马五,演出于,吉祥舞台
小马五,演出于,庆升园
小马五,演出于,春仙茶园
小马五,演出于,燕舞台
十一红,演出于,丹桂茶园
十一红,演出于,春仙茶园
十一红,演出于,歌舞台
十一红,演出于,燕喜茶园
徐天元,演出于,丹桂茶园
周如奎,演出于,丹桂茶园
周小如,演出于,丹桂茶园
周小如,演出于,庆升园
于永海,演出于,丹桂茶园
于永海,演出于,庆升园
小德仙,演出于,丹桂茶园
小德仙,演出于,春仙茶园
八岁红,演出于,丹桂茶园
八岁红,演出于,升平茶园
八岁红,演出于,民乐茶园
八岁红,演出于,吉祥茶园
八岁红,演出于,西安园
八岁红,演出于,春仙茶园
小三宝,演出于,丹桂茶园
韩长宝,演出于,丹桂茶园
韩长宝,演出于,春仙茶园
乔月枩,演出于,丹桂茶园
贳大元,演出于,丹桂茶园
隆镇海,演出于,丹桂茶园
粉菊花,演出于,丹桂茶园
粉菊花,演出于,吉祥茶园
粉菊花,演出于,景泰茶园
杨桂芬,演出于,丹桂茶园
杨桂芬,演出于,庆乐园
杨桂芬,演出于,西安园
杨桂芬,演出于,春仙茶园
高月秌,演出于,丹桂茶园
小香元,演出于,丹桂茶园
小香元,演出于,同益茶园
小香元,演出于,春仙茶园
小香元,演出于,燕喜堂
张子峯,演出于,丹桂茶园
张子峯,演出于,天乐茶园
小玲珑,演出于,丹桂茶园
小玲珑,演出于,同益茶园
小玲珑,演出于,景泰茶园
松玉棠,演出于,丹桂茶园
小玉静,演出于,丹桂茶园
小玉静,演出于,同益茶园
小玉政,演出于,丹桂茶园
张子良,演出于,丹桂茶园
赵朋玉,演出于,丹桂茶园
李春祥,演出于,丹桂茶园
小桂英,演出于,丹桂茶园
小桂英,演出于,西安园
小桂英,演出于,燕喜茶园
罗长山,演出于,丹桂茶园
罗长山,演出于,燕舞台
天鹅旦,演出于,丹桂茶园
孟五,演出于,丹桂茶园
小庆四,演出于,丹桂茶园
小秃红,演出于,丹桂茶园
小秃红,演出于,吉祥园
小秃红,演出于,吉祥舞台
小秃红,演出于,庆升园
小秃红,演出于,春仙茶园
小秃红,演出于,燕舞台
月月红,演出于,丹桂茶园
月月红,演出于,吉祥园
月月红,演出于,燕喜茶园
陈小奎,演出于,丹桂茶园
陈小奎,演出于,春仙茶园
陈小奎,演出于,景泰茶园
朱得福,演出于,丹桂茶园
朱得福,演出于,吉祥园
小金桂,演出于,丹桂茶园
小金桂,演出于,吉祥茶园
小金桂,演出于,春仙茶园
小金桂,演出于,燕喜堂
小茶壶,演出于,丹桂茶园
小月仙,演出于,丹桂茶园
小月仙,演出于,吉祥茶园
小月仙,演出于,春仙茶园
小月仙,演出于,燕舞台
十六红,演出于,丹桂茶园
十六红,演出于,西安园
双桂芬,演出于,丹桂茶园
十四红,演出于,丹桂茶园
李三铃,演出于,丹桂茶园
李三铃,演出于,吉祥茶园
李三铃,演出于,吉祥园
紫梅花,演出于,丹桂茶园
紫梅花,演出于,吉祥茶园
紫梅花,演出于,吉祥园
紫梅花,演出于,吉祥舞台
梅俊生,演出于,丹桂茶园
梅俊生,演出于,吉祥茶园
梅俊生,演出于,吉祥园
王多芬,演出于,丹桂茶园
王多芬,演出于,天和茶园
王多芬,演出于,消闲友会
杨多顺,演出于,丹桂茶园
刘多明,演出于,丹桂茶园
赵多元,演出于,丹桂茶园
金月梅,演出于,丹桂茶园
金月梅,演出于,吉祥茶园
金月梅,演出于,燕喜堂
真金豆,演出于,丹桂茶园
穆春山,演出于,丹桂茶园
穆春山,演出于,吉祥园
穆春山,演出于,春仙茶园
周小奎,演出于,丹桂茶园
奎月亭,演出于,丹桂茶园
奎月亭,演出于,春仙茶园
余小琴,演出于,丹桂茶园
余小琴,演出于,春仙茶园
八花旦,演出于,丹桂茶园
陈桐云,演出于,丹桂茶园
陈桐云,演出于,文明茶园
陈桐云,演出于,同乐茶园
陈桐云,演出于,景泰茶园
吴彩霞,演出于,丹桂茶园
吴彩霞,演出于,文明茶园
吴彩霞,演出于,吉祥大戏院
吴彩霞,演出于,同乐茶园
吴彩霞,演出于,庆乐园
吴彩霞,演出于,庆乐茶园
吴彩霞,演出于,哈尔飞戏院
吴彩霞,演出于,第一舞台
谢宝云,演出于,丹桂茶园
谢宝云,演出于,天乐茶园
谢宝云,演出于,吉祥园
谢宝云,演出于,庆升茶园
德君如,演出于,丹桂茶园
德君如,演出于,庆升茶园
德君如,演出于,庆乐茶园
吴堃芳,演出于,丹桂茶园
汪笔侬,演出于,丹桂茶园
讷绍先,演出于,丹桂茶园
谭金川,演出于,牡丹园春庆社
王幼春,演出于,牡丹园春庆社
孙甫婷,演出于,牡丹园春庆社
杨小珍,演出于,牡丹园春庆社
吴喜昆,演出于,牡丹园春庆社
方洪寿,演出于,牡丹园春庆社
方洪寿,演出于,民乐茶园
七阵风,演出于,牡丹园春庆社
七阵风,演出于,吉祥园
七阵风,演出于,吉祥园双庆社
七阵风,演出于,春仙茶园
韩连宴,演出于,牡丹园春庆社
李胜云,演出于,牡丹园春庆社
吴永同,演出于,牡丹园春庆社
吴永同,演出于,吉祥园
筱凤台,演出于,牡丹园春庆社
吴少亭,演出于,牡丹园春庆社
马振奎,演出于,牡丹园春庆社
马振奎,演出于,天和茶园
马振奎,演出于,歌舞台
李和方,演出于,牡丹园春庆社
樊桂寿,演出于,牡丹园春庆社
程艳秋,演出于,牡丹园春庆社
程艳秋,演出于,消闲友会
江顺仙,演出于,牡丹园春庆社
江顺仙,演出于,天乐茶园
